household_key,received_campaign,redeemed_coupons,total_campaigns_received,TypeA,TypeB,TypeC,total_campaigns_engaged,total_coupons_received,total_coupons_redeemed,camp_conversion_rate,coupon_conversion_rate,revenue,recency,frequency,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,NUTRITION_spend,SALAD BAR_spend,MEAT_spend
1480,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.23000000000002,35,25,69.77000000000004,0.0,2.74,0.0,0.0,0.0,0.0,17.099999999999998
1481,1,0,2.0,1.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,2368.0099999999993,0,120,1107.3700000000013,138.03,121.74999999999997,232.88,412.4500000000002,23.28,1.6,93.87000000000003
1482,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006.6100000000002,187,16,494.30999999999995,17.27,117.05999999999997,0.0,98.38000000000001,5.96,0.0,168.36
1483,1,0,3.0,2.0,1.0,0.0,0.0,43.0,0.0,0.0,0.0,3755.0499999999793,9,95,2150.090000000003,80.83,188.70999999999992,244.06999999999996,150.54,6.18,7.960000000000001,533.1800000000001
1484,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518.7799999999984,7,77,1615.9900000000039,76.71999999999998,366.1700000000004,0.0,82.57000000000001,40.620000000000005,39.15999999999999,127.48
1485,1,1,3.0,3.0,0.0,0.0,3.0,48.0,3.0,1.0,0.06,1910.0900000000022,5,53,758.7900000000005,154.13,144.85999999999996,0.0,555.3000000000003,2.99,31.08,68.53999999999999
1486,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.13000000000017,183,9,221.48000000000008,8.1,16.98,0.0,27.840000000000003,0.0,0.0,23.880000000000003
1487,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.5600000000004,2,21,266.44999999999993,22.82,27.169999999999998,70.01,131.26999999999998,0.0,4.15,61.379999999999995
1488,1,1,3.0,2.0,1.0,0.0,4.0,45.0,4.0,1.33,0.09,2242.8400000000015,3,58,1192.4900000000014,56.64000000000001,153.17000000000002,37.0,373.64000000000004,0.0,0.0,119.58
1489,1,0,5.0,2.0,2.0,1.0,0.0,82.0,0.0,0.0,0.0,13496.349999999855,0,441,8193.67999999994,512.45,464.4200000000003,1562.29,1310.090000000002,64.04,0.0,386.0400000000001
1490,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,4177.829999999981,0,172,1780.5000000000064,30.870000000000005,281.94999999999993,544.85,281.57000000000005,40.09,0.0,987.6299999999999
1491,1,1,5.0,2.0,2.0,1.0,1.0,58.0,1.0,0.2,0.02,4472.879999999963,1,239,2490.6199999999994,83.64,494.17000000000047,0.0,802.2000000000008,11.96,36.06,343.97000000000014
1492,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1001.4200000000008,3,77,416.1599999999999,5.99,222.71999999999997,0.0,90.31000000000002,0.0,0.0,113.24000000000001
1493,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,865.9000000000004,2,21,565.1599999999999,32.86,11.32,53.67,45.5,0.0,0.0,20.61
1494,1,0,3.0,2.0,1.0,0.0,0.0,47.0,0.0,0.0,0.0,2126.500000000004,16,64,1410.6500000000035,25.11,117.46999999999997,0.0,106.28999999999998,7.7700000000000005,0.0,250.32000000000002
1495,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410.2200000000023,0,139,750.6300000000008,59.92000000000001,116.62000000000002,0.0,21.41,1.49,0.0,341.32
1496,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,699.6900000000005,106,11,411.05999999999983,6.27,62.38000000000001,0.0,39.15,1.69,0.0,46.32
1497,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.79000000000025,23,7,179.98999999999998,12.42,19.880000000000003,0.0,88.73999999999998,3.49,3.83,7.13
1498,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,850.6500000000008,6,23,543.4599999999999,0.0,80.71999999999996,0.0,174.28999999999996,1.64,0.0,0.0
1499,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1672.8100000000015,10,73,935.2900000000005,33.699999999999996,80.1,0.0,171.85999999999999,0.0,0.0,174.66
1500,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.3,3,42,408.5600000000001,0.0,23.1,20.0,163.05999999999995,0.0,0.0,45.03000000000001
1501,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,6487.929999999914,4,156,2551.4099999999976,255.68999999999994,655.0300000000004,1540.24,368.1,517.5800000000004,2.33,237.88
1502,1,0,4.0,3.0,1.0,0.0,0.0,81.0,0.0,0.0,0.0,1921.1500000000028,69,42,1032.8400000000004,120.95999999999998,95.45,0.0,411.24000000000007,14.469999999999999,1.92,60.660000000000004
1503,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.379999999999995,5,10,18.040000000000003,0.0,9.77,0.0,10.649999999999999,8.87,0.0,4.05
1504,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.33,389,3,11.56,0.0,0.0,0.0,54.77,0.0,0.0,0.0
1505,1,1,3.0,2.0,1.0,0.0,1.0,45.0,1.0,0.33,0.02,3659.8499999999863,1,89,1697.050000000004,434.19,79.05000000000003,0.0,619.1700000000008,2.59,180.01000000000002,233.40000000000003
1506,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1880.7500000000016,2,108,988.1099999999998,0.0,171.66000000000003,0.0,161.32,2.5,0.0,267.76
1507,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.8600000000001,239,12,189.94,32.57,21.580000000000002,60.010000000000005,43.29,0.0,0.0,138.62
1508,1,1,2.0,2.0,0.0,0.0,4.0,32.0,4.0,2.0,0.12,1593.4200000000008,4,70,575.0299999999997,304.8900000000001,102.56,240.28,172.87999999999997,0.0,0.0,43.03
1509,1,1,1.0,1.0,0.0,0.0,1.0,16.0,1.0,1.0,0.06,5305.559999999949,0,172,2366.389999999998,115.94999999999996,225.33999999999997,1215.2900000000002,504.71000000000026,314.22,60.45,80.79
1510,1,0,2.0,1.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,8182.389999999956,0,1070,2632.749999999994,602.0900000000004,473.1400000000005,421.04999999999995,1588.1199999999978,84.97000000000001,197.60000000000014,38.980000000000004
1511,1,0,3.0,2.0,1.0,0.0,0.0,51.0,0.0,0.0,0.0,2760.0599999999936,1,121,1984.9200000000021,93.53,61.00999999999999,0.0,257.95000000000005,3.8899999999999997,0.0,81.19999999999999
1512,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1356.19,0,76,566.5900000000006,12.66,46.14000000000001,438.06,176.09,13.03,3.19,50.5
1513,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.7800000000008,10,48,544.9100000000001,0.0,18.26,0.0,46.309999999999995,0.0,7.359999999999999,55.22
1514,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1968.6200000000008,3,45,1277.4400000000014,0.0,209.01000000000005,0.0,79.99,28.46,0.0,57.11
1515,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,4018.149999999972,53,89,2337.8199999999997,314.44000000000005,136.11,0.0,559.3400000000005,5.48,25.91,357.75999999999993
1516,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.65999999999997,90,15,116.64999999999998,8.06,2.57,0.0,31.1,0.0,0.0,5.67
1517,1,0,4.0,2.0,1.0,1.0,0.0,71.0,0.0,0.0,0.0,2935.2699999999995,0,112,1857.9100000000035,136.29,228.67,81.4,344.6300000000001,5.18,0.0,87.47000000000001
1518,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1142.2600000000014,27,30,462.18000000000006,4.0,87.62999999999997,20.0,80.34,12.49,0.0,175.33
1519,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056.3700000000013,1,17,597.6100000000002,97.37,77.29,16.64,106.19999999999997,17.25,0.0,82.46000000000001
1520,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3237.249999999993,2,122,1286.270000000002,27.06,202.26000000000008,1359.76,60.300000000000004,40.56,0.0,81.17
1521,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.2700000000004,10,40,328.97999999999996,21.09,39.4,0.0,108.81,1.2,3.03,90.02000000000001
1522,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,923.2700000000003,35,32,504.7300000000001,31.360000000000003,44.35000000000001,0.0,145.23000000000002,3.18,0.0,64.36
1523,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.3900000000021,154,66,874.76,30.930000000000007,60.239999999999995,352.5,93.30999999999999,0.0,9.629999999999999,67.14
1524,1,0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,2148.7800000000025,8,47,1029.309999999999,83.61999999999999,233.65000000000006,384.59000000000003,181.57999999999996,43.01000000000001,0.0,21.79
1525,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,872.3600000000001,25,20,511.28999999999996,28.819999999999997,78.84000000000002,0.0,32.7,0.0,0.0,75.02000000000001
1526,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2439.5499999999915,0,165,1344.3900000000017,178.75,120.50999999999995,0.0,135.59000000000003,38.09,2.63,342.3300000000001
1527,1,0,11.0,4.0,5.0,2.0,0.0,149.0,0.0,0.0,0.0,14087.539999999944,3,247,5895.629999999963,389.0500000000002,804.570000000001,3093.94,1715.2000000000023,355.41000000000014,0.0,745.8899999999996
1528,1,1,6.0,4.0,2.0,0.0,1.0,88.0,1.0,0.17,0.01,6206.889999999925,1,179,2770.0499999999925,133.04000000000002,421.45000000000033,561.8000000000001,1425.2500000000011,8.99,15.36,266.74
1529,1,1,6.0,2.0,3.0,1.0,15.0,95.0,15.0,2.5,0.16,7464.749999999932,3,206,3186.4899999999916,13.86,246.92000000000002,1315.95,1589.010000000002,3.78,0.0,565.54
1530,1,0,1.0,0.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,689.7,6,36,356.5499999999999,30.07,136.28999999999994,0.0,81.84000000000003,1.69,0.0,0.0
1531,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766.8300000000008,11,32,466.00999999999993,3.17,87.26000000000002,0.0,108.14999999999996,3.99,0.0,72.80999999999999
1532,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1726.6500000000024,18,81,637.4600000000005,84.16999999999999,45.70999999999999,218.01,515.6000000000003,0.0,3.5199999999999996,5.97
1533,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.92000000000002,66,14,83.22000000000004,3.77,26.71,0.0,21.220000000000002,0.0,0.0,0.0
1534,1,1,6.0,2.0,3.0,1.0,2.0,97.0,2.0,0.33,0.02,6354.939999999938,2,244,3709.1499999999883,74.88000000000001,255.45000000000013,1313.8199999999997,423.31000000000023,49.36000000000001,33.36999999999999,135.92999999999998
1535,1,0,4.0,2.0,2.0,0.0,0.0,65.0,0.0,0.0,0.0,6081.839999999943,3,193,2932.329999999992,76.34000000000007,308.6100000000002,38.35,545.5200000000001,117.37,89.72,827.1200000000001
1536,1,0,6.0,3.0,2.0,1.0,0.0,100.0,0.0,0.0,0.0,5616.389999999963,1,139,3019.5999999999995,91.33,246.83000000000015,854.5899999999999,723.4900000000006,0.0,0.0,166.4
1537,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2479.4999999999973,10,127,879.1300000000017,47.709999999999994,26.240000000000002,286.77000000000004,789.1400000000003,26.520000000000003,0.0,187.76000000000005
1538,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.4199999999999,248,31,249.6299999999999,61.040000000000006,42.870000000000005,0.0,66.63000000000001,0.0,0.0,38.29
1539,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.690000000000005,45,4,25.740000000000002,0.0,0.0,0.0,5.98,4.99,8.98,0.0
1540,1,0,3.0,2.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,3042.689999999989,9,109,2185.290000000001,73.22,39.85,0.0,305.29000000000025,0.0,3.71,108.19000000000001
1541,1,1,7.0,2.0,4.0,1.0,4.0,109.0,4.0,0.57,0.04,5841.729999999951,1,78,3601.0999999999804,145.97,409.4900000000003,43.76,865.0800000000012,2.98,0.0,271.17
1542,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1655.4400000000019,3,105,1043.630000000001,45.45,54.64000000000001,0.0,237.16000000000008,16.47,10.85,99.85999999999999
1543,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158.200000000001,38,78,1353.9600000000007,52.5,89.86000000000003,0.0,225.92000000000007,1.49,0.0,145.05
1544,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,2345.9500000000016,40,50,1353.5500000000025,84.81000000000002,196.29000000000005,95.71,291.3600000000002,20.33,19.0,19.680000000000003
1545,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3314.049999999985,0,143,1674.410000000002,18.23,371.4500000000003,0.0,586.2300000000001,75.80000000000001,0.72,112.18999999999998
1546,1,0,3.0,1.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,2850.039999999995,12,77,2000.220000000006,82.85000000000001,20.700000000000003,124.49000000000001,134.1,14.860000000000001,0.0,174.75
1547,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1479.1200000000026,0,198,486.1100000000002,0.0,33.13,728.26,184.73,24.58,0.0,2.89
1548,1,0,4.0,3.0,1.0,0.0,0.0,81.0,0.0,0.0,0.0,2893.1699999999864,7,82,1902.220000000002,33.35,303.46000000000026,20.02,184.79,4.49,0.0,252.27
1549,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,1595.8400000000004,5,139,458.19000000000045,74.98000000000002,168.95000000000002,161.10999999999999,80.71999999999998,0.99,0.0,276.5300000000001
1550,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802.4500000000005,1,217,1118.250000000002,57.62000000000001,94.27,61.86,66.26,0.0,0.0,181.72
1551,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,772.9600000000004,401,17,265.53,18.43,101.81,0.0,73.11999999999999,161.42,25.509999999999998,65.41
1552,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.1300000000009,21,28,511.86000000000007,0.0,61.93000000000001,0.0,27.21,5.0,0.0,48.870000000000005
1553,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.71999999999998,234,11,46.970000000000006,0.0,4.340000000000001,0.0,0.69,0.0,0.0,6.59
1554,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.7700000000001,56,45,330.1200000000002,113.9,85.99,226.01,65.1,0.0,15.05,53.88
1555,1,0,2.0,1.0,1.0,0.0,0.0,31.0,0.0,0.0,0.0,1294.280000000001,7,79,858.1200000000001,19.49,29.73,0.0,124.23999999999998,0.0,28.77,87.48000000000002
1556,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,2950.9199999999896,4,114,1883.930000000006,5.27,276.82,0.0,197.29000000000005,1.99,0.0,250.67
1557,1,0,6.0,2.0,3.0,1.0,0.0,71.0,0.0,0.0,0.0,5747.179999999937,1,169,2154.310000000003,46.170000000000016,1022.6100000000012,1421.7599999999998,610.18,273.9,1.6,25.5
1558,1,0,5.0,3.0,1.0,1.0,0.0,90.0,0.0,0.0,0.0,3565.39999999998,1,114,1676.2200000000025,38.35,231.2100000000001,0.0,908.9300000000019,29.67,28.29,162.23
1559,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.1200000000022,21,38,1001.6300000000009,12.46,148.49999999999997,0.0,200.03000000000006,66.89999999999999,4.43,264.89000000000004
1560,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.6200000000002,5,33,294.17999999999995,29.14,20.36,0.0,52.99,0.0,0.0,188.87
1561,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.14999999999986,328,5,141.95000000000002,2.5,41.61999999999999,0.0,28.509999999999998,0.0,0.0,71.49000000000001
1562,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.9300000000004,0,37,512.7300000000002,63.0,43.60999999999999,41.05,70.03000000000002,1.69,0.0,122.45
1563,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3317.4599999999923,5,90,1681.9100000000026,80.07000000000001,457.9800000000003,66.0,305.99,68.03,12.36,344.90000000000003
1564,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.4300000000003,144,32,143.44999999999996,17.740000000000002,21.47,0.0,130.64,16.04,0.0,39.92
1565,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362.9000000000002,64,28,223.83000000000004,8.99,6.66,17.18,41.75,0.0,0.0,41.13
1566,1,0,2.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,6238.559999999926,0,204,3369.119999999982,65.84,354.8800000000004,725.5800000000002,521.0300000000004,38.260000000000005,0.0,441.78000000000003
1567,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1825.4200000000023,1,118,836.0200000000009,92.40000000000003,358.3200000000005,0.0,172.66,79.97999999999998,0.0,175.04
1568,1,1,4.0,2.0,2.0,0.0,2.0,57.0,2.0,0.5,0.04,3400.109999999989,6,62,1763.010000000002,142.22,223.72000000000008,0.0,263.39000000000016,0.0,11.17,565.6700000000001
1569,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1216.2200000000014,11,97,623.8800000000008,36.28,166.02999999999997,0.0,103.17999999999999,9.99,0.0,111.62
1570,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908.3100000000015,2,42,704.57,76.35000000000001,175.34,0.0,256.8300000000001,20.439999999999998,0.0,266.56
1571,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.14000000000016,7,42,210.07999999999996,5.0,6.37,62.41,140.39,2.79,0.0,3.99
1572,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1578.500000000001,8,35,885.0000000000002,63.84000000000001,103.14,135.5,121.11999999999999,0.0,3.59,118.34
1573,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.95000000000005,15,92,151.30000000000004,43.45,0.0,0.0,55.38000000000001,30.070000000000004,10.27,0.0
1574,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2974.8899999999935,23,23,1908.1100000000008,4.99,163.23999999999995,0.0,40.25,6.6899999999999995,0.0,459.9899999999999
1575,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1203.850000000001,12,41,606.2099999999999,28.099999999999998,290.15000000000003,21.21,120.35999999999999,26.090000000000003,4.34,16.650000000000002
1576,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259.31000000000006,26,11,194.32000000000002,0.0,33.309999999999995,0.0,2.98,2.79,2.01,1.97
1577,1,0,3.0,1.0,1.0,1.0,0.0,56.0,0.0,0.0,0.0,3438.6199999999853,4,71,2185.290000000004,100.25999999999999,165.2,28.62,365.6600000000001,11.85,4.99,271.2800000000001
1578,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2146.260000000001,1,79,1226.3099999999997,82.10999999999999,128.55999999999992,64.54,130.61999999999995,1.19,86.15,229.26000000000005
1579,1,0,5.0,4.0,1.0,0.0,0.0,83.0,0.0,0.0,0.0,10338.549999999894,2,494,5669.179999999942,317.2300000000001,558.1600000000008,1792.3999999999999,414.0100000000003,0.0,58.42999999999999,716.1100000000001
1580,1,0,2.0,0.0,2.0,0.0,0.0,32.0,0.0,0.0,0.0,1157.2300000000007,1,134,640.9799999999991,41.74,40.59000000000001,46.0,86.56,36.230000000000004,72.24,107.49999999999996
1581,1,0,1.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,717.86,25,16,405.3099999999999,36.12,47.14000000000001,0.0,140.79999999999998,5.98,0.0,20.32
1582,1,0,4.0,2.0,2.0,0.0,0.0,73.0,0.0,0.0,0.0,1842.190000000002,14,35,1047.0000000000007,91.04999999999998,234.77000000000012,0.0,114.35999999999999,145.38000000000002,0.0,86.76999999999998
1583,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.4100000000001,19,15,34.14,0.0,13.01,0.0,43.92999999999999,0.0,0.0,0.0
1584,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,5869.9699999999375,2,266,3396.3599999999806,87.61000000000001,147.86999999999998,734.17,714.9900000000007,0.0,0.0,314.03
1585,1,0,4.0,2.0,2.0,0.0,0.0,64.0,0.0,0.0,0.0,6849.949999999927,6,117,2662.919999999993,437.07000000000033,457.3600000000003,800.18,1206.7100000000016,193.08,0.0,221.82000000000005
1586,1,0,4.0,2.0,2.0,0.0,0.0,57.0,0.0,0.0,0.0,1907.8300000000024,4,64,277.53,41.870000000000005,194.42,0.0,1216.6100000000008,17.43,0.0,72.11
1587,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,552.8400000000004,2,54,296.62000000000006,21.82,25.429999999999996,72.38,86.08000000000003,4.779999999999999,0.0,16.479999999999997
1588,1,1,3.0,2.0,1.0,0.0,1.0,46.0,1.0,0.33,0.02,4402.999999999956,2,208,1753.5900000000033,260.71,895.2200000000009,17.25,590.8600000000006,191.68999999999988,3.19,165.92000000000002
1589,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.4200000000001,0,14,176.11,0.0,19.86,0.0,61.81000000000001,5.98,0.0,10.68
1590,1,1,7.0,3.0,2.0,2.0,2.0,141.0,2.0,0.29,0.01,6536.899999999921,3,131,3577.1499999999883,186.54000000000002,853.1600000000012,0.0,423.6900000000003,36.92,0.0,846.5600000000004
1591,1,1,2.0,1.0,1.0,0.0,11.0,34.0,11.0,5.5,0.32,3181.1099999999938,3,68,1601.4900000000005,53.71,385.62000000000035,177.87,88.82999999999998,51.08999999999999,5.359999999999999,83.92
1592,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.2800000000002,6,33,604.8600000000004,60.80000000000001,89.68,241.67999999999998,165.31000000000003,0.0,53.269999999999996,25.32
1593,1,1,1.0,1.0,0.0,0.0,1.0,16.0,1.0,1.0,0.06,1522.8100000000022,18,36,869.8400000000005,15.97,134.52,33.0,112.60999999999997,1.64,0.0,81.03
1594,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.3800000000024,17,78,1099.8400000000008,85.57,112.24999999999999,218.0,180.96000000000006,0.0,32.76,116.76999999999998
1595,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,4807.249999999973,3,119,2103.450000000002,384.04000000000013,266.17000000000024,738.9499999999999,231.8,6.2700000000000005,31.849999999999998,313.07
1596,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1444.7400000000027,14,17,854.8100000000011,62.440000000000005,88.11999999999999,0.0,136.82999999999998,116.31999999999996,0.0,28.75
1597,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.3500000000002,4,44,201.54,0.0,8.57,35.0,131.85999999999996,0.0,0.0,20.34
1598,1,1,5.0,2.0,2.0,1.0,1.0,88.0,1.0,0.2,0.01,8497.829999999913,0,373,3687.189999999987,374.1200000000001,667.6100000000007,421.35999999999996,828.7900000000004,19.04,98.11000000000001,1271.6700000000003
1599,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,4645.429999999977,2,147,2454.1700000000064,8.69,272.1000000000002,0.0,494.6100000000001,1.89,0.0,744.7299999999997
1600,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,736.5199999999999,6,52,260.3399999999999,6.07,9.68,237.20999999999998,94.82000000000001,0.0,0.0,36.25000000000001
1601,1,0,2.0,1.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,1269.51,109,20,734.8500000000006,67.38,93.53999999999998,0.0,176.38000000000002,5.68,0.0,63.89999999999999
1602,1,0,6.0,2.0,4.0,0.0,0.0,109.0,0.0,0.0,0.0,5444.84999999993,0,134,2801.859999999996,124.03999999999996,888.260000000001,0.0,672.8900000000009,239.84000000000003,0.0,165.99999999999997
1603,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.7200000000005,16,11,175.85999999999996,0.0,49.47000000000001,0.0,17.64,2.79,0.0,92.3
1604,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,556.7700000000001,3,116,430.22,32.71999999999999,24.59,0.0,34.190000000000005,2.69,0.0,2.72
1605,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,587.5399999999997,2,50,384.7000000000001,2.58,48.449999999999996,0.0,6.8100000000000005,3.99,55.42,63.4
1606,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.4300000000009,7,15,396.81999999999965,0.0,18.82,0.0,9.86,0.0,0.0,107.03
1607,1,0,4.0,4.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,3270.0699999999956,8,112,3011.6199999999985,5.74,54.190000000000005,0.0,53.82,0.0,93.81,0.0
1608,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,952.419999999998,0,29,485.6799999999998,4.84,150.74,0.0,214.19999999999982,3.69,0.0,44.07
1609,1,0,2.0,1.0,1.0,0.0,0.0,29.0,0.0,0.0,0.0,22745.400000000263,0,332,10094.859999999899,1105.2399999999998,2059.470000000002,837.8200000000002,2920.2099999999905,117.32999999999996,24.45,268.25000000000006
1610,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.49,120,11,126.29999999999998,0.0,1.5,0.0,13.34,2.38,0.0,0.0
1611,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.49,17,28,160.98,4.34,41.059999999999995,0.0,29.97,0.0,0.0,37.72
1612,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7097.649999999937,1,127,3377.059999999985,364.58000000000015,495.9000000000004,1321.4699999999996,533.7800000000004,79.67000000000002,39.53,445.00000000000006
1613,1,0,6.0,4.0,2.0,0.0,0.0,95.0,0.0,0.0,0.0,5359.339999999959,7,117,3757.579999999997,77.05000000000001,243.88000000000002,0.0,380.37000000000006,2.99,0.0,412.9099999999999
1614,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.6300000000001,2,62,207.24,0.0,57.41000000000001,16.9,46.730000000000004,32.77,0.0,0.0
