household_key,received_campaign,redeemed_coupons,total_campaigns_received,TypeA,TypeB,TypeC,total_campaigns_engaged,total_coupons_received,total_coupons_redeemed,camp_conversion_rate,coupon_conversion_rate,revenue,recency,frequency,GROCERY_spend,DELI_spend,PRODUCE_spend,KIOSK-GAS_spend,DRUG GM_spend,NUTRITION_spend,SALAD BAR_spend,MEAT_spend,recency_cluster,frequency_cluster,revenue_cluster,rfm_score,segment,age_desc,marital_status_code,income_desc,homeowner_desc,hh_comp_desc,household_size_desc,kid_category_desc
1179,1,0,7.0,2.0,5.0,0.0,0.0,119.0,0.0,0.0,0.0,9428.399999999941,0,205,3568.9699999999957,711.5800000000002,468.0400000000001,1322.5900000000001,1537.8800000000003,93.17,10.219999999999999,581.7599999999998,3,1,2,6,Mid-value,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1186,1,0,5.0,3.0,2.0,0.0,0.0,74.0,0.0,0.0,0.0,6060.379999999929,3,79,1990.55,187.53000000000003,1136.330000000001,20.36,1068.1500000000005,392.8000000000003,0.0,186.37,3,0,2,5,Mid-value,45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+
1188,1,0,3.0,2.0,1.0,0.0,0.0,49.0,0.0,0.0,0.0,3722.2199999999834,5,149,2486.130000000001,20.729999999999997,113.85999999999996,31.009999999999998,312.35999999999984,24.77,56.709999999999994,98.19000000000001,3,1,1,5,Mid-value,45-54,U,35-49K,Renter,Unknown,1,None/Unknown
1190,1,0,7.0,3.0,3.0,1.0,0.0,112.0,0.0,0.0,0.0,3327.019999999984,0,253,1464.7300000000016,37.93000000000001,213.1400000000001,531.8,634.4700000000008,4.99,3.55,104.21999999999998,3,1,1,5,Mid-value,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1197,1,1,6.0,4.0,2.0,0.0,21.0,95.0,21.0,3.5,0.22,7988.72999999992,6,160,3656.4799999999805,417.02000000000015,335.59000000000026,1039.6000000000001,1479.1100000000017,14.83,78.75999999999999,409.96000000000004,3,1,2,6,Mid-value,35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1218,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3093.5299999999875,9,96,1642.4900000000023,34.910000000000004,298.88999999999993,0.0,187.53999999999994,33.49,18.54,208.81999999999994,3,0,1,4,Mid-value,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2
1219,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,823.08,2,121,368.1300000000001,0.0,14.990000000000002,0.0,318.3200000000002,0.0,0.0,18.61,3,1,0,4,Mid-value,19-24,A,15-24K,Homeowner,2 Adults Kids,3,1
1222,1,0,7.0,4.0,3.0,0.0,0.0,115.0,0.0,0.0,0.0,5833.389999999952,2,174,3267.3399999999924,294.7500000000001,204.13000000000008,0.0,1023.6000000000012,26.05,93.61999999999999,475.11999999999995,3,1,2,6,Mid-value,45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown
1226,1,0,7.0,3.0,2.0,2.0,0.0,136.0,0.0,0.0,0.0,6237.459999999939,10,76,3616.9399999999964,301.51000000000005,704.6400000000008,0.0,234.85000000000008,53.82000000000001,5.27,524.0899999999998,3,0,2,5,Mid-value,25-34,B,35-49K,Homeowner,1 Adult Kids,3,2
1228,1,1,6.0,4.0,2.0,0.0,6.0,98.0,6.0,1.0,0.06,14503.889999999968,0,797,5787.809999999948,326.60000000000014,660.5100000000004,2531.8100000000004,1779.4000000000015,152.74999999999997,251.62999999999988,857.0300000000003,3,3,3,9,High-value,45-54,U,100-124K,Unknown,Single Female,1,None/Unknown
1229,1,1,9.0,3.0,5.0,1.0,6.0,142.0,6.0,0.67,0.04,18304.310000000078,0,385,6717.859999999923,868.3100000000009,2542.4599999999887,3013.6300000000015,1486.5200000000025,94.50999999999998,6.680000000000001,2128.849999999999,3,2,3,8,High-value,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown
1234,1,0,6.0,2.0,2.0,2.0,0.0,127.0,0.0,0.0,0.0,5547.829999999959,1,94,3248.5699999999897,96.32999999999998,238.91000000000014,0.0,1197.260000000001,23.130000000000003,10.97,405.0400000000001,3,0,1,4,Mid-value,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1236,1,0,3.0,2.0,0.0,1.0,0.0,58.0,0.0,0.0,0.0,3993.0099999999834,2,194,2171.4100000000044,207.42,111.39000000000001,0.0,877.1300000000006,0.0,41.93,226.1899999999999,3,1,1,5,Mid-value,35-44,U,50-74K,Unknown,2 Adults Kids,3,1
1240,1,0,5.0,3.0,2.0,0.0,0.0,76.0,0.0,0.0,0.0,11250.069999999867,0,217,4082.009999999981,867.0100000000008,1810.330000000004,376.55,1668.4700000000014,368.05999999999995,36.63,730.6199999999999,3,1,3,7,High-value,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
1247,1,1,5.0,3.0,1.0,1.0,4.0,82.0,4.0,0.8,0.05,6639.949999999922,2,123,3196.319999999985,721.9900000000001,1313.7700000000023,110.0,144.26999999999995,212.87000000000003,9.04,480.43,3,1,2,6,Mid-value,35-44,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1248,1,1,7.0,3.0,4.0,0.0,1.0,94.0,1.0,0.14,0.01,9091.289999999912,9,158,4962.579999999963,224.98999999999995,97.90999999999998,380.41999999999996,2235.6499999999987,0.0,0.0,409.93,3,1,2,6,Mid-value,45-54,U,50-74K,Unknown,1 Adult Kids,2,1
1256,1,1,10.0,5.0,5.0,0.0,6.0,159.0,6.0,0.6,0.04,5274.319999999946,5,170,1193.970000000001,242.19,598.9800000000006,245.98000000000002,601.8300000000004,1484.3600000000026,82.60000000000001,557.19,3,1,1,5,Mid-value,45-54,U,50-74K,Unknown,1 Adult Kids,2,1
1257,1,0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,1389.120000000002,4,31,693.6300000000006,41.800000000000004,220.36,144.16,98.49000000000001,26.47,0.0,40.64,3,0,0,3,Low-value,45-54,U,50-74K,Homeowner,2 Adults Kids,3,1
1258,1,0,6.0,4.0,2.0,0.0,0.0,93.0,0.0,0.0,0.0,3502.44999999999,0,232,2293.6999999999985,74.12000000000002,206.52999999999997,119.61,371.5600000000002,110.53999999999998,0.88,90.54000000000002,3,1,1,5,Mid-value,45-54,U,75-99K,Homeowner,Unknown,1,None/Unknown
1260,1,0,3.0,3.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,11200.799999999848,0,168,4625.579999999961,286.24999999999994,2112.2500000000045,0.0,2391.4399999999937,795.160000000001,3.79,402.8300000000002,3,1,3,7,High-value,65+,U,50-74K,Homeowner,Single Male,1,None/Unknown
1261,1,1,6.0,3.0,3.0,0.0,1.0,74.0,1.0,0.17,0.01,3777.979999999988,6,228,1819.5000000000032,90.20999999999998,177.09,191.0,985.6300000000002,15.99,0.0,31.110000000000003,3,1,1,5,Mid-value,45-54,A,25-34K,Homeowner,Single Female,2,None/Unknown
1263,1,0,8.0,5.0,3.0,0.0,0.0,116.0,0.0,0.0,0.0,5257.43999999996,29,126,2796.379999999992,93.80999999999999,145.70000000000002,85.46000000000001,1265.240000000001,0.0,9.32,410.01,3,1,1,5,Mid-value,25-34,B,15-24K,Unknown,Single Male,1,None/Unknown
1264,1,0,8.0,4.0,3.0,1.0,0.0,109.0,0.0,0.0,0.0,6458.779999999944,10,132,2883.8699999999926,90.95999999999998,136.72,238.82,1743.920000000002,2.39,9.620000000000001,411.4,3,1,2,6,Mid-value,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown
1267,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1689.8400000000042,2,66,719.710000000001,36.02,200.17999999999995,70.0,361.78000000000037,57.6,52.389999999999986,71.05000000000001,3,0,0,3,Low-value,25-34,U,75-99K,Unknown,Single Female,1,None/Unknown
1268,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3013.559999999991,5,71,1787.470000000003,200.23999999999998,101.43999999999997,7.4,519.5900000000001,0.0,0.0,97.83000000000001,3,0,1,4,Mid-value,35-44,U,Under 15K,Homeowner,2 Adults Kids,4,2
1270,1,0,4.0,2.0,2.0,0.0,0.0,54.0,0.0,0.0,0.0,3455.3199999999833,6,73,1584.4200000000026,38.09,528.3500000000004,0.0,392.41000000000014,10.97,0.0,579.9300000000002,3,0,1,4,Mid-value,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown
1272,1,0,10.0,3.0,5.0,2.0,0.0,139.0,0.0,0.0,0.0,10019.449999999868,0,258,4335.289999999952,760.8000000000003,918.290000000001,34.95,2309.2500000000014,136.89999999999998,108.83999999999997,586.0400000000001,3,1,2,6,Mid-value,65+,A,35-49K,Homeowner,Single Female,2,None/Unknown
1285,1,1,2.0,2.0,0.0,0.0,1.0,32.0,1.0,0.5,0.03,5048.589999999977,2,137,2703.719999999989,145.29000000000005,174.88000000000002,80.24000000000001,597.5499999999998,0.0,0.0,688.6400000000001,3,1,1,5,Mid-value,25-34,B,25-34K,Renter,1 Adult Kids,3,2
1291,1,0,5.0,3.0,2.0,0.0,0.0,88.0,0.0,0.0,0.0,3290.009999999991,4,103,1967.3500000000056,139.21999999999997,242.9900000000001,0.0,407.33000000000015,43.46999999999999,13.39,232.77999999999997,3,0,1,4,Mid-value,55-64,A,35-49K,Homeowner,Single Male,2,None/Unknown
1296,1,0,4.0,3.0,1.0,0.0,0.0,63.0,0.0,0.0,0.0,2124.430000000003,3,80,1290.7300000000016,76.63,164.03000000000003,0.0,207.66,32.89000000000001,127.05000000000003,75.64,3,0,0,3,Low-value,65+,A,25-34K,Homeowner,Single Female,2,None/Unknown
1297,1,0,4.0,2.0,2.0,0.0,0.0,58.0,0.0,0.0,0.0,2733.279999999998,0,147,1033.7100000000014,5.98,688.3600000000009,385.71,333.3799999999999,33.300000000000004,0.0,20.46,3,1,1,5,Mid-value,35-44,U,75-99K,Homeowner,Unknown,1,None/Unknown
1299,1,1,10.0,5.0,4.0,1.0,6.0,170.0,6.0,0.6,0.04,5959.569999999958,0,192,3148.8499999999945,58.09000000000001,195.88000000000005,846.19,994.990000000001,42.26,0.0,262.60999999999996,3,1,2,6,Mid-value,35-44,U,15-24K,Renter,2 Adults Kids,4,2
1300,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2959.6499999999905,1,84,1444.2700000000013,120.08999999999999,266.25000000000017,336.22999999999996,462.8400000000001,3.6799999999999997,2.79,58.92,3,0,1,4,Mid-value,45-54,A,50-74K,Homeowner,2 Adults Kids,4,2
1305,1,1,7.0,3.0,4.0,0.0,2.0,99.0,2.0,0.29,0.02,7552.929999999948,30,373,3580.449999999999,74.42999999999999,79.15999999999998,673.0799999999999,2260.419999999998,3.5,0.0,346.0,3,2,2,7,High-value,19-24,B,Under 15K,Renter,1 Adult Kids,2,1
1306,1,0,6.0,3.0,2.0,1.0,0.0,98.0,0.0,0.0,0.0,3041.689999999989,3,171,1711.5700000000022,57.63000000000001,134.56999999999996,10.0,464.7200000000001,7.640000000000001,51.07999999999999,343.8699999999999,3,1,1,5,Mid-value,45-54,U,Under 15K,Unknown,Unknown,1,None/Unknown
1316,1,0,6.0,3.0,2.0,1.0,0.0,103.0,0.0,0.0,0.0,3736.4799999999773,18,58,2376.909999999997,6.0,173.1,19.46,277.8300000000002,0.0,7.85,197.65999999999997,3,0,1,4,Mid-value,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
1318,1,1,3.0,3.0,0.0,0.0,6.0,48.0,6.0,2.0,0.12,5583.959999999945,14,74,2749.479999999993,84.05,587.5900000000005,120.28,1131.620000000001,270.1700000000001,31.14,245.48000000000005,3,0,1,4,Mid-value,65+,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1321,1,0,4.0,3.0,1.0,0.0,0.0,61.0,0.0,0.0,0.0,1888.1300000000056,1,204,1236.2300000000025,18.67,104.54999999999997,0.0,81.4,0.0,0.0,267.78000000000003,3,1,0,4,Mid-value,19-24,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
1326,1,1,8.0,2.0,4.0,2.0,1.0,144.0,1.0,0.12,0.01,8831.209999999935,4,394,4357.449999999991,271.76,492.7300000000003,1603.26,759.91,7.74,7.42,552.1500000000001,3,2,2,7,High-value,45-54,U,Under 15K,Homeowner,Single Male,1,None/Unknown
1333,1,1,6.0,1.0,4.0,1.0,8.0,104.0,8.0,1.33,0.08,7709.849999999904,6,129,3720.1899999999814,239.9999999999999,469.6900000000001,0.0,1751.9000000000008,334.73999999999995,23.61,408.42999999999995,3,1,2,6,Mid-value,45-54,U,125-149K,Homeowner,2 Adults Kids,4,2
1337,1,1,11.0,3.0,7.0,1.0,4.0,181.0,4.0,0.36,0.02,11500.759999999935,0,244,4671.979999999977,287.46000000000015,471.11000000000064,1792.88,2202.85,219.6,7.2700000000000005,270.76000000000005,3,1,3,7,High-value,45-54,U,50-74K,Homeowner,2 Adults Kids,4,2
1352,1,0,6.0,3.0,3.0,0.0,0.0,93.0,0.0,0.0,0.0,5398.949999999957,0,138,2517.459999999991,68.58,470.9500000000004,1219.86,328.08,241.37000000000015,3.07,214.61000000000004,3,1,1,5,Mid-value,35-44,U,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1354,1,0,2.0,1.0,1.0,0.0,0.0,33.0,0.0,0.0,0.0,2534.7599999999948,1,87,1341.0100000000032,75.99999999999999,211.4200000000001,185.03999999999996,372.1100000000002,8.25,93.49999999999997,112.93000000000002,3,0,1,4,Mid-value,65+,B,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown
1357,1,1,4.0,3.0,1.0,0.0,3.0,81.0,3.0,0.75,0.04,3061.8999999999937,1,87,1784.3599999999994,0.0,13.59,280.44000000000005,853.9300000000004,4.0,0.0,0.0,3,0,1,4,Mid-value,55-64,A,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
1363,1,0,3.0,1.0,2.0,0.0,0.0,29.0,0.0,0.0,0.0,4075.3999999999646,0,58,1912.4700000000034,252.92000000000002,303.2900000000001,27.0,611.2800000000004,22.250000000000004,74.64999999999999,592.11,3,0,1,4,Mid-value,25-34,U,15-24K,Unknown,1 Adult Kids,2,1
1364,1,1,5.0,4.0,1.0,0.0,1.0,77.0,1.0,0.2,0.01,2466.0499999999956,1,145,1188.8600000000013,130.45999999999998,135.51,0.0,317.94000000000017,2.77,110.54000000000002,242.27000000000004,3,1,1,5,Mid-value,65+,B,100-124K,Homeowner,Single Female,1,None/Unknown
1367,1,1,7.0,3.0,4.0,0.0,1.0,119.0,1.0,0.14,0.01,12125.479999999925,1,352,5851.909999999961,322.74000000000024,662.6000000000007,2322.5199999999986,1422.9500000000028,73.31,4.23,410.25000000000006,3,2,3,8,High-value,35-44,U,75-99K,Homeowner,2 Adults Kids,3,1
1369,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,3105.709999999985,0,144,1761.3300000000029,339.1900000000001,373.77000000000044,0.0,212.45,126.88999999999997,0.0,63.84,3,1,1,5,Mid-value,25-34,B,Under 15K,Probable Renter,Single Male,1,None/Unknown
1370,1,0,6.0,3.0,3.0,0.0,0.0,102.0,0.0,0.0,0.0,8531.889999999916,0,86,4215.539999999989,9.41,1159.8500000000022,0.0,1117.590000000001,5.26,0.0,1238.0,3,0,2,5,Mid-value,65+,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
1376,1,1,6.0,2.0,3.0,1.0,10.0,108.0,10.0,1.67,0.09,11041.409999999929,3,235,4996.469999999958,141.77999999999997,560.2700000000007,1571.19,806.6700000000006,24.23,34.19,567.68,3,1,3,7,High-value,55-64,U,50-74K,Homeowner,Unknown,1,None/Unknown
1378,1,0,12.0,5.0,5.0,2.0,0.0,196.0,0.0,0.0,0.0,6933.719999999891,4,121,3582.2899999999977,17.950000000000003,830.3500000000009,96.53,756.6000000000008,639.6300000000006,1.71,78.22999999999999,3,1,2,6,Mid-value,25-34,U,100-124K,Unknown,Single Female,1,None/Unknown
1382,1,0,5.0,5.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,3082.4699999999916,5,116,2248.2600000000025,5.98,130.68999999999997,0.0,159.59000000000003,11.25,0.0,232.09999999999997,3,1,1,5,Mid-value,45-54,U,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1388,1,0,10.0,5.0,5.0,0.0,0.0,158.0,0.0,0.0,0.0,6949.159999999914,2,151,4031.3799999999724,90.72,281.91000000000014,813.2700000000001,1050.2000000000005,1.25,36.39,65.52,3,1,2,6,Mid-value,35-44,A,100-124K,Unknown,2 Adults Kids,3,1
1389,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2841.159999999996,10,41,1610.680000000003,135.07999999999998,140.73000000000002,0.0,715.9300000000003,10.68,3.51,30.299999999999997,3,0,1,4,Mid-value,65+,A,100-124K,Homeowner,Single Female,2,None/Unknown
1391,1,1,8.0,5.0,3.0,0.0,1.0,136.0,1.0,0.12,0.01,8105.7399999999125,3,169,3073.489999999993,120.17,599.8400000000009,1961.6799999999998,871.330000000001,103.38000000000002,44.019999999999996,544.4499999999996,3,1,2,6,Mid-value,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1393,1,1,8.0,5.0,3.0,0.0,6.0,147.0,6.0,0.75,0.04,5950.889999999961,3,203,2485.0099999999993,563.0300000000003,1121.620000000002,0.0,848.4000000000004,56.830000000000005,0.0,456.7499999999999,3,1,2,6,Mid-value,35-44,B,150-174K,Homeowner,Single Female,1,None/Unknown
1394,1,1,5.0,3.0,2.0,0.0,3.0,74.0,3.0,0.6,0.04,4391.579999999968,4,151,2240.9300000000026,533.17,496.4300000000007,0.0,233.00000000000006,30.31,15.33,351.6000000000001,3,1,1,5,Mid-value,45-54,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1396,1,1,5.0,3.0,2.0,0.0,1.0,86.0,1.0,0.2,0.01,7177.059999999928,91,229,3741.4599999999887,541.3999999999999,513.2900000000006,524.2099999999999,226.60999999999999,8.37,4.48,812.9599999999994,2,1,2,5,Mid-value,65+,A,125-149K,Homeowner,2 Adults No Kids,2,None/Unknown
1397,1,1,7.0,3.0,4.0,0.0,1.0,121.0,1.0,0.14,0.01,5707.599999999962,3,283,3132.339999999996,82.03999999999998,260.6700000000001,62.0,995.3199999999991,15.69,75.64999999999998,602.3299999999999,3,2,2,7,High-value,45-54,B,35-49K,Renter,Single Female,1,None/Unknown
1402,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2245.759999999995,2,165,892.2399999999999,10.370000000000001,167.06999999999996,255.39999999999998,122.87999999999997,49.440000000000005,0.0,394.51000000000016,3,1,0,4,Mid-value,55-64,U,15-24K,Unknown,Single Male,1,None/Unknown
1412,1,1,6.0,3.0,2.0,1.0,3.0,105.0,3.0,0.5,0.03,4053.149999999981,6,77,2932.879999999998,81.35,141.04999999999998,0.0,304.5100000000001,7.48,3.91,343.90999999999997,3,0,1,4,Mid-value,45-54,A,50-74K,Homeowner,2 Adults Kids,3,1
1418,1,0,4.0,3.0,1.0,0.0,0.0,59.0,0.0,0.0,0.0,2735.199999999991,4,78,1249.650000000002,90.44999999999999,271.48999999999995,20.52,927.0200000000004,38.19,0.0,64.7,3,0,1,4,Mid-value,25-34,A,35-49K,Homeowner,2 Adults Kids,3,1
1419,1,1,4.0,1.0,2.0,1.0,8.0,80.0,8.0,2.0,0.1,7634.569999999956,0,524,4696.72999999998,322.16,195.61000000000004,178.69,571.3100000000003,7.930000000000001,16.62,1014.5000000000002,3,2,2,7,High-value,35-44,U,35-49K,Unknown,Single Female,1,None/Unknown
1421,1,1,8.0,5.0,3.0,0.0,14.0,130.0,14.0,1.75,0.11,5535.199999999988,0,218,2815.300000000006,187.17,228.84000000000003,1452.04,58.980000000000025,3.29,0.0,530.7700000000001,3,1,1,5,Mid-value,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown
1423,1,1,3.0,3.0,0.0,0.0,2.0,48.0,2.0,0.67,0.04,1695.7600000000014,13,189,824.9199999999998,84.08000000000001,297.43999999999994,143.62,163.72,37.29999999999999,0.0,93.76,3,1,0,4,Mid-value,45-54,U,15-24K,Unknown,Single Male,1,None/Unknown
1425,1,0,5.0,3.0,2.0,0.0,0.0,84.0,0.0,0.0,0.0,3828.599999999986,2,131,2616.14,266.7300000000001,62.91000000000001,0.0,383.81000000000023,12.780000000000001,24.000000000000004,181.23,3,1,1,5,Mid-value,19-24,B,50-74K,Unknown,2 Adults Kids,3,1
1428,1,1,4.0,1.0,2.0,1.0,1.0,64.0,1.0,0.25,0.02,4911.529999999965,9,164,2584.400000000001,6.140000000000001,233.5500000000001,598.9999999999999,714.1400000000007,5.98,9.200000000000001,307.7099999999999,3,1,1,5,Mid-value,55-64,U,35-49K,Unknown,2 Adults No Kids,2,None/Unknown
1429,1,1,1.0,0.0,1.0,0.0,1.0,18.0,1.0,1.0,0.06,818.5600000000002,1,83,639.85,0.0,15.79,0.0,144.93999999999994,0.0,0.0,0.0,3,0,0,3,Low-value,45-54,B,35-49K,Renter,Single Female,1,None/Unknown
1430,1,1,11.0,2.0,6.0,3.0,1.0,172.0,1.0,0.09,0.01,20352.990000000238,0,344,9343.0199999999,1238.2799999999997,793.3900000000008,4062.560000000001,3066.6999999999884,70.13,0.0,434.56,3,2,3,8,High-value,35-44,A,35-49K,Homeowner,2 Adults Kids,3,1
1437,1,1,6.0,2.0,3.0,1.0,6.0,111.0,6.0,1.0,0.05,4775.5599999999595,21,99,3021.2499999999936,61.279999999999994,213.14000000000016,3.0,285.8000000000002,6.57,2.51,384.67,3,0,1,4,Mid-value,25-34,A,15-24K,Homeowner,1 Adult Kids,3,1
1438,1,0,1.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,0.0,2130.770000000001,6,41,585.6999999999999,14.96,554.3800000000003,0.0,162.69000000000003,328.1400000000001,12.27,283.84999999999997,3,0,0,3,Low-value,45-54,U,Under 15K,Unknown,Single Female,1,None/Unknown
1443,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2221.4799999999973,1,182,1627.230000000001,63.83000000000001,77.07000000000001,24.25,186.66000000000003,9.88,9.969999999999999,23.909999999999997,3,1,0,4,Mid-value,35-44,U,150-174K,Unknown,2 Adults No Kids,2,None/Unknown
1445,1,1,9.0,3.0,5.0,1.0,1.0,147.0,1.0,0.11,0.01,5130.589999999943,3,178,3048.909999999987,24.93,722.890000000001,0.0,668.7000000000005,13.99,0.0,331.9500000000002,3,1,1,5,Mid-value,35-44,A,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown
1451,1,1,7.0,2.0,4.0,1.0,12.0,116.0,12.0,1.71,0.1,6700.049999999965,1,260,2829.689999999995,83.41999999999999,472.4300000000006,1205.31,838.3200000000005,10.87,0.0,710.7400000000002,3,1,2,6,Mid-value,45-54,A,125-149K,Homeowner,1 Adult Kids,5+,3+
1452,1,0,6.0,5.0,1.0,0.0,0.0,88.0,0.0,0.0,0.0,1884.0499999999925,12,374,1147.8399999999965,13.53,15.77,147.0,348.57000000000016,2.84,22.31,32.55,3,2,0,5,Mid-value,45-54,A,25-34K,Unknown,2 Adults Kids,3,1
1453,1,1,13.0,3.0,7.0,3.0,21.0,224.0,21.0,1.62,0.09,21661.290000000652,1,761,9375.339999999944,1156.6300000000006,2819.55999999998,0.0,3174.2799999999693,547.9600000000007,447.5599999999997,1613.39,3,3,3,9,High-value,45-54,A,125-149K,Homeowner,2 Adults Kids,3,1
1454,1,0,3.0,2.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,4933.999999999974,0,154,2161.9699999999993,262.09000000000003,1026.8699999999997,712.3600000000001,226.32,119.99999999999999,4.55,116.26,3,1,1,5,Mid-value,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1461,1,0,4.0,3.0,1.0,0.0,0.0,56.0,0.0,0.0,0.0,7246.199999999956,2,290,3429.4199999999923,133.48,297.9700000000001,1006.89,549.1200000000003,11.940000000000001,5.890000000000001,1110.8999999999994,3,2,2,7,High-value,35-44,U,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown
1462,1,1,6.0,3.0,3.0,0.0,1.0,96.0,1.0,0.17,0.01,4829.999999999946,7,120,2910.049999999984,226.59000000000003,567.6600000000009,67.41,148.10999999999996,126.53999999999998,7.93,315.13,3,1,1,5,Mid-value,25-34,A,50-74K,Renter,2 Adults No Kids,2,None/Unknown
1467,1,0,2.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,2957.8199999999906,0,835,1547.1300000000017,134.30999999999997,36.64,355.0,477.34999999999997,0.0,88.03000000000002,94.35,3,3,1,7,High-value,35-44,A,50-74K,Probable Owner,2 Adults Kids,4,2
1468,1,0,3.0,2.0,1.0,0.0,0.0,48.0,0.0,0.0,0.0,4131.72999999997,143,81,1928.870000000004,63.66000000000002,542.0900000000004,433.82,284.08000000000004,39.48000000000001,0.0,343.75000000000017,2,0,1,3,Low-value,65+,A,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown
1470,1,0,6.0,3.0,3.0,0.0,0.0,105.0,0.0,0.0,0.0,1991.3300000000036,3,133,1029.8500000000006,30.54,71.39000000000003,258.27,462.03000000000037,20.41,2.67,24.45,3,1,0,4,Mid-value,45-54,U,35-49K,Unknown,Single Female,1,None/Unknown
1474,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2445.8700000000003,4,72,1490.4500000000032,97.54999999999997,65.59000000000002,0.0,205.26000000000005,0.0,0.0,377.17,3,0,1,4,Mid-value,35-44,U,50-74K,Homeowner,Unknown,1,None/Unknown
1475,1,1,6.0,3.0,3.0,0.0,13.0,82.0,13.0,2.17,0.16,14855.20999999986,1,339,7557.179999999918,486.50000000000006,977.740000000002,1113.66,466.55000000000024,529.26,0.0,2139.4800000000014,3,2,3,8,High-value,25-34,B,50-74K,Homeowner,Single Male,1,None/Unknown
1479,1,0,2.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,9129.229999999923,2,716,3830.3799999999815,124.31000000000002,178.30999999999997,453.30999999999995,3921.8799999999846,9.0,4.43,93.27,3,3,2,8,High-value,45-54,U,15-24K,Probable Renter,Unknown,1,None/Unknown
1481,1,0,4.0,2.0,1.0,1.0,0.0,69.0,0.0,0.0,0.0,3298.7699999999845,3,164,1626.810000000006,210.61999999999995,167.83,252.88,545.7700000000003,50.44,4.92,138.93,3,1,1,5,Mid-value,19-24,U,35-49K,Unknown,Single Male,1,None/Unknown
1483,1,1,4.0,3.0,1.0,0.0,2.0,59.0,2.0,0.5,0.03,4725.269999999968,0,112,2703.5299999999997,110.93999999999997,213.08999999999992,283.06999999999994,156.22,6.18,7.960000000000001,728.4499999999999,3,1,1,5,Mid-value,19-24,U,Under 15K,Unknown,Unknown,1,None/Unknown
1484,1,0,1.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,3209.3899999999817,3,106,2020.2900000000066,86.66999999999999,485.12000000000086,0.0,134.25,67.65,39.15999999999999,161.05,3,0,1,4,Mid-value,19-24,A,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown
1485,1,1,3.0,3.0,0.0,0.0,3.0,48.0,3.0,1.0,0.06,2187.88,15,66,910.2000000000007,167.23,165.86999999999995,0.0,593.1900000000004,2.99,39.46,81.78,3,0,0,3,Low-value,35-44,U,50-74K,Homeowner,Single Male,1,None/Unknown
